TrainNumber,TrainName,Type,Priority,Origin,Origin_Code,Destination,Destination_Code,AssignedRoute,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DwellTimeMinutes,RunningTimeMinutes,PlatformAssigned,TrackStatus,SignalState,Weather,PassengerLoad,Disruption
12199,Gatimaan Express,Passenger,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:15,05:15,07:52,07:52,7,157,4,maintenance,green,clear,0.53,none
12152,Bhopal Shatabdi Express,Superfast,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:00,04:00,06:38,06:38,6,158,3,free,yellow,clear,0.97,track_blockage
12432,Taj Express,Passenger,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:45,04:45,07:41,07:41,10,176,4,occupied,red,clear,0.75,none
12778,Kerala Express,Express,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:01,04:04,06:05,06:08,9,124,2,free,green,rain,0.85,none
12978,Chhattisgarh Sampark Kranti,Goods,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:15,05:15,08:13,08:13,2,178,4,occupied,red,rain,0.6,none
12345,Mahakoshal Express,Express,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:23,05:23,07:33,07:33,5,130,2,occupied,yellow,fog,0.83,none
14368,NDLS-AGC Intercity,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:31,05:31,07:57,07:57,4,146,4,free,red,fog,0.81,none
12217,Kota Janshatabdi,Superfast,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:41,04:41,06:55,06:55,4,134,4,maintenance,green,rain,0.69,none
13077,Malwa Express,Passenger,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:18,04:23,06:50,06:55,10,152,2,occupied,yellow,clear,0.66,none
12339,Gwalior Intercity,Superfast,goods-only,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:38,04:38,06:41,06:41,2,123,3,free,yellow,fog,0.75,none
12209,Gatimaan Express,Express,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:38,05:41,08:13,08:16,4,155,3,occupied,yellow,rain,0.84,breakdown
12162,Bhopal Shatabdi Express,Passenger,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:51,05:51,08:44,08:44,7,173,3,occupied,yellow,clear,0.89,none
12442,Taj Express,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:52,05:55,07:34,07:37,4,102,3,occupied,red,storm,0.51,breakdown
12788,Kerala Express,Passenger,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:59,04:59,07:35,07:35,6,156,4,free,yellow,rain,0.8,signal_failure
12988,Chhattisgarh Sampark Kranti,Goods,super high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:16,05:19,07:07,07:10,10,111,1,maintenance,green,clear,0.92,none
12355,Mahakoshal Express,Superfast,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:11,05:11,07:46,07:46,8,155,2,occupied,yellow,clear,0.94,none
14378,NDLS-AGC Intercity,Superfast,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:50,05:50,07:42,07:42,7,112,3,occupied,red,rain,0.61,track_blockage
12227,Kota Janshatabdi,Goods,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:44,05:44,08:40,08:40,6,176,4,maintenance,green,storm,1.0,none
13087,Malwa Express,Superfast,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:22,05:22,07:53,07:53,3,151,1,free,red,fog,0.91,breakdown
12349,Gwalior Intercity,Goods,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:48,05:48,08:04,08:04,9,136,3,free,green,clear,0.86,breakdown
12219,Gatimaan Express,Superfast,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,06:00,06:03,08:44,08:47,2,164,2,free,yellow,fog,0.95,none
12172,Bhopal Shatabdi Express,Passenger,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:39,05:42,07:59,08:02,3,140,3,maintenance,yellow,rain,0.89,none
12452,Taj Express,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:47,05:47,07:30,07:30,7,103,4,occupied,red,rain,0.82,none
12798,Kerala Express,Goods,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:24,04:24,06:05,06:05,7,101,4,maintenance,yellow,rain,0.59,none
12998,Chhattisgarh Sampark Kranti,Goods,goods-only,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:24,05:24,07:59,07:59,9,155,2,free,red,clear,0.56,none
12365,Mahakoshal Express,Express,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:03,05:03,07:07,07:07,7,124,3,free,green,storm,0.76,none
14388,NDLS-AGC Intercity,Goods,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:13,04:16,05:58,06:01,4,105,2,free,green,clear,0.54,weather_delay
12237,Kota Janshatabdi,Passenger,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:23,04:23,06:14,06:14,8,111,2,free,red,rain,0.7,none
13097,Malwa Express,Goods,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:44,04:44,07:02,07:02,3,138,2,free,red,fog,0.66,none
12359,Gwalior Intercity,Goods,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:40,05:50,08:15,08:25,9,155,3,free,green,rain,0.98,none
12229,Gatimaan Express,Express,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:23,04:28,06:27,06:32,8,124,2,maintenance,red,storm,0.87,none
12182,Bhopal Shatabdi Express,Express,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:21,05:21,07:20,07:20,10,119,1,maintenance,red,rain,0.66,none
12462,Taj Express,Passenger,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:47,05:47,07:56,07:56,8,129,1,occupied,yellow,rain,0.78,track_blockage
12808,Kerala Express,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:33,04:33,06:53,06:53,3,140,1,maintenance,red,fog,0.93,none
13008,Chhattisgarh Sampark Kranti,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:31,04:36,06:32,06:37,8,121,1,free,yellow,rain,0.95,none
12375,Mahakoshal Express,Goods,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:36,04:36,06:16,06:16,5,100,1,free,red,storm,0.86,none
14398,NDLS-AGC Intercity,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:57,04:57,07:10,07:10,6,133,1,occupied,green,storm,0.77,weather_delay
12247,Kota Janshatabdi,Express,super high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:02,04:02,06:59,06:59,10,177,4,occupied,red,storm,0.75,none
13107,Malwa Express,Passenger,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:23,05:26,07:17,07:20,3,114,1,free,red,storm,0.77,none
12369,Gwalior Intercity,Superfast,goods-only,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:30,05:30,08:14,08:14,7,164,3,maintenance,yellow,storm,0.87,none
12239,Gatimaan Express,Goods,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:04,05:04,06:55,06:55,3,111,1,free,green,storm,0.58,weather_delay
12192,Bhopal Shatabdi Express,Superfast,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:38,05:38,08:19,08:19,2,161,3,occupied,yellow,clear,0.58,none
12472,Taj Express,Express,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:36,05:36,07:32,07:32,9,116,3,occupied,yellow,storm,0.86,none
12818,Kerala Express,Goods,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:24,05:24,07:20,07:20,10,116,1,occupied,green,clear,0.56,none
13018,Chhattisgarh Sampark Kranti,Passenger,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:53,04:58,06:56,07:01,2,123,1,maintenance,yellow,clear,0.82,none
12385,Mahakoshal Express,Express,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:34,05:34,08:30,08:30,4,176,1,maintenance,red,clear,0.97,none
14408,NDLS-AGC Intercity,Goods,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:04,04:19,07:04,07:19,9,180,1,occupied,green,fog,0.98,none
12257,Kota Janshatabdi,Express,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:36,04:36,07:29,07:29,3,173,3,maintenance,red,storm,0.56,none
13117,Malwa Express,Goods,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:03,04:03,06:16,06:16,4,133,3,maintenance,green,clear,0.59,none
12379,Gwalior Intercity,Express,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:44,04:49,06:25,06:30,4,101,2,occupied,yellow,clear,0.53,none
12249,Gatimaan Express,Goods,super high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:42,04:42,07:10,07:10,10,148,1,occupied,yellow,fog,0.83,breakdown
12202,Bhopal Shatabdi Express,Passenger,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:40,04:40,07:34,07:34,9,174,2,maintenance,yellow,fog,0.79,none
12482,Taj Express,Goods,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:01,05:01,07:53,07:53,6,172,4,maintenance,green,storm,0.66,weather_delay
12828,Kerala Express,Goods,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:37,05:37,08:22,08:22,2,165,3,occupied,yellow,rain,0.92,breakdown
13028,Chhattisgarh Sampark Kranti,Express,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:22,05:22,08:03,08:03,9,161,4,occupied,yellow,rain,0.63,none
12395,Mahakoshal Express,Goods,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:07,04:07,06:00,06:00,3,113,4,free,green,storm,0.78,breakdown
14418,NDLS-AGC Intercity,Goods,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:55,05:55,08:14,08:14,8,139,3,occupied,red,rain,0.58,none
12267,Kota Janshatabdi,Express,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:56,06:06,08:02,08:12,7,126,4,occupied,red,clear,0.95,none
13127,Malwa Express,Superfast,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:44,04:44,06:42,06:42,9,118,4,maintenance,red,fog,0.95,none
12389,Gwalior Intercity,Goods,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:14,05:14,07:21,07:21,9,127,3,maintenance,red,clear,0.92,none
12259,Gatimaan Express,Express,high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:13,05:16,07:15,07:18,9,122,3,free,green,rain,0.96,track_blockage
12212,Bhopal Shatabdi Express,Superfast,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:22,05:25,07:51,07:54,4,149,3,occupied,yellow,storm,0.79,signal_failure
12492,Taj Express,Express,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:35,05:35,07:16,07:16,10,101,4,occupied,red,clear,0.98,none
12838,Kerala Express,Goods,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:30,04:30,06:13,06:13,5,103,4,maintenance,yellow,clear,0.68,none
13038,Chhattisgarh Sampark Kranti,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:27,05:27,07:16,07:16,4,109,3,free,red,storm,0.7,breakdown
12405,Mahakoshal Express,Goods,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:33,05:33,07:46,07:46,4,133,1,occupied,green,storm,0.82,breakdown
14428,NDLS-AGC Intercity,Goods,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:16,05:16,08:05,08:05,10,169,4,occupied,red,rain,0.56,none
12277,Kota Janshatabdi,Express,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:10,04:10,06:38,06:38,7,148,3,occupied,yellow,fog,0.87,none
13137,Malwa Express,Express,high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:56,04:56,07:49,07:49,5,173,3,maintenance,green,clear,0.8,none
12399,Gwalior Intercity,Passenger,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:38,05:38,07:18,07:18,10,100,3,occupied,yellow,clear,0.98,none
12269,Gatimaan Express,Superfast,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:29,05:34,07:09,07:14,7,100,1,free,green,rain,0.64,none
12222,Bhopal Shatabdi Express,Superfast,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:13,04:18,06:59,07:04,5,166,4,occupied,yellow,rain,0.94,none
12502,Taj Express,Express,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:28,05:28,07:09,07:09,7,101,1,maintenance,yellow,fog,0.68,none
12848,Kerala Express,Goods,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:42,05:42,07:44,07:44,7,122,4,free,green,rain,0.67,track_blockage
13048,Chhattisgarh Sampark Kranti,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:06,04:16,06:38,06:48,10,152,1,free,yellow,fog,0.54,none
12415,Mahakoshal Express,Goods,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:06,05:06,07:19,07:19,5,133,4,free,green,storm,0.55,none
14438,NDLS-AGC Intercity,Passenger,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:30,05:33,07:13,07:16,2,103,3,free,yellow,fog,0.89,none
12287,Kota Janshatabdi,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:50,05:50,08:29,08:29,10,159,1,maintenance,green,storm,0.54,none
13147,Malwa Express,Superfast,super high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:22,04:22,06:49,06:49,5,147,3,free,green,rain,0.95,none
12409,Gwalior Intercity,Express,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:08,04:13,06:50,06:55,10,162,4,occupied,yellow,clear,0.62,weather_delay
12279,Gatimaan Express,Goods,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:35,04:35,06:45,06:45,6,130,3,free,green,fog,0.74,none
12232,Bhopal Shatabdi Express,Superfast,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:01,04:04,06:36,06:39,8,155,4,maintenance,red,storm,0.69,none
12512,Taj Express,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:22,05:22,08:19,08:19,7,177,2,maintenance,green,clear,0.63,none
12858,Kerala Express,Passenger,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:59,05:59,07:42,07:42,8,103,3,maintenance,green,fog,0.7,none
13058,Chhattisgarh Sampark Kranti,Goods,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:46,05:01,06:40,06:55,3,114,4,free,green,fog,0.64,weather_delay
12425,Mahakoshal Express,Passenger,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:06,05:16,07:48,07:58,5,162,4,maintenance,red,storm,0.74,none
14448,NDLS-AGC Intercity,Goods,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:57,05:57,07:51,07:51,5,114,3,maintenance,red,clear,0.66,none
12297,Kota Janshatabdi,Express,high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:20,05:20,08:19,08:19,7,179,3,occupied,green,clear,0.55,track_blockage
13157,Malwa Express,Goods,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:31,04:31,06:16,06:16,10,105,2,occupied,yellow,clear,0.92,none
12419,Gwalior Intercity,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:01,04:11,06:36,06:46,10,155,3,occupied,red,clear,0.76,signal_failure
12289,Gatimaan Express,Passenger,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:00,05:05,07:29,07:34,9,149,3,maintenance,red,rain,0.77,none
12242,Bhopal Shatabdi Express,Express,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:09,04:09,06:38,06:38,7,149,2,occupied,green,rain,0.74,weather_delay
12522,Taj Express,Superfast,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:05,04:05,06:47,06:47,2,162,4,free,red,fog,0.74,none
12868,Kerala Express,Goods,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:30,05:35,08:03,08:08,8,153,3,occupied,red,storm,0.55,none
13068,Chhattisgarh Sampark Kranti,Goods,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:42,04:42,06:27,06:27,9,105,1,free,red,fog,0.6,signal_failure
12435,Mahakoshal Express,Passenger,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:43,05:43,07:36,07:36,6,113,1,free,yellow,rain,0.64,none
14458,NDLS-AGC Intercity,Goods,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:37,04:52,06:18,06:33,8,101,4,maintenance,green,rain,0.71,weather_delay
12307,Kota Janshatabdi,Goods,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:54,05:54,08:18,08:18,8,144,2,occupied,yellow,rain,0.91,none
13167,Malwa Express,Express,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:43,05:58,07:30,07:45,10,107,3,free,red,rain,0.57,none
12429,Gwalior Intercity,Passenger,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:51,05:51,08:20,08:20,3,149,3,occupied,green,storm,0.88,none
12299,Gatimaan Express,Passenger,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:58,04:58,07:21,07:21,9,143,1,occupied,yellow,fog,0.58,none
12252,Bhopal Shatabdi Express,Superfast,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:17,05:22,07:48,07:53,9,151,2,maintenance,red,rain,0.98,none
12532,Taj Express,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:16,05:21,07:18,07:23,2,122,3,maintenance,green,fog,0.57,none
12878,Kerala Express,Superfast,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:58,06:13,08:48,09:03,2,170,4,occupied,yellow,clear,0.63,none
13078,Chhattisgarh Sampark Kranti,Superfast,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:12,04:17,06:58,07:03,8,166,4,maintenance,red,rain,0.81,breakdown
12445,Mahakoshal Express,Superfast,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:45,04:45,07:22,07:22,3,157,3,free,red,clear,0.9,none
14468,NDLS-AGC Intercity,Goods,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:55,04:55,07:53,07:53,3,178,4,occupied,red,clear,0.72,none
12317,Kota Janshatabdi,Superfast,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:08,05:23,07:53,08:08,6,165,4,maintenance,red,clear,0.59,none
13177,Malwa Express,Superfast,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:32,05:42,08:20,08:30,4,168,1,occupied,green,fog,0.82,none
12439,Gwalior Intercity,Express,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:07,05:07,07:16,07:16,4,129,4,free,green,clear,0.62,none
12309,Gatimaan Express,Goods,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:50,05:50,07:38,07:38,4,108,2,occupied,green,fog,0.57,none
12262,Bhopal Shatabdi Express,Goods,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:18,04:18,06:20,06:20,6,122,1,free,yellow,fog,0.74,none
12542,Taj Express,Goods,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:29,04:39,06:21,06:31,6,112,4,occupied,red,fog,0.59,none
12888,Kerala Express,Express,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:27,05:27,08:26,08:26,9,179,1,maintenance,yellow,storm,0.51,breakdown
13088,Chhattisgarh Sampark Kranti,Express,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:12,04:12,05:53,05:53,2,101,4,free,green,clear,0.74,none
12455,Mahakoshal Express,Goods,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:35,04:35,07:10,07:10,6,155,2,occupied,red,storm,0.51,weather_delay
14478,NDLS-AGC Intercity,Passenger,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:11,05:26,07:31,07:46,9,140,3,maintenance,red,storm,0.64,none
12327,Kota Janshatabdi,Goods,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:32,05:42,07:47,07:57,2,135,4,free,green,fog,0.5,none
13187,Malwa Express,Goods,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:13,05:18,08:02,08:07,2,169,2,free,green,fog,0.65,weather_delay
12449,Gwalior Intercity,Goods,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:10,05:15,07:42,07:47,3,152,4,maintenance,green,fog,0.5,none
12319,Gatimaan Express,Passenger,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:10,04:10,07:01,07:01,10,171,3,free,red,rain,0.64,none
12272,Bhopal Shatabdi Express,Passenger,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:13,04:13,06:50,06:50,3,157,3,occupied,green,storm,0.78,breakdown
12552,Taj Express,Superfast,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:42,04:42,07:03,07:03,2,141,2,maintenance,green,storm,0.77,weather_delay
12898,Kerala Express,Goods,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:11,05:11,08:01,08:01,10,170,2,maintenance,green,storm,0.82,none
13098,Chhattisgarh Sampark Kranti,Superfast,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:49,04:52,07:18,07:21,8,149,1,free,green,storm,0.57,signal_failure
12465,Mahakoshal Express,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:28,05:28,08:17,08:17,6,169,2,free,red,rain,0.71,weather_delay
14488,NDLS-AGC Intercity,Passenger,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:48,05:48,08:21,08:21,3,153,2,free,yellow,clear,0.88,none
12337,Kota Janshatabdi,Goods,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:03,05:03,07:10,07:10,8,127,2,occupied,green,clear,0.75,track_blockage
13197,Malwa Express,Superfast,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:51,04:54,07:08,07:11,9,137,2,occupied,red,storm,0.56,weather_delay
12459,Gwalior Intercity,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:25,05:25,07:41,07:41,4,136,4,occupied,green,storm,0.77,weather_delay
12329,Gatimaan Express,Express,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:21,04:31,07:00,07:10,5,159,1,free,red,fog,0.96,none
12282,Bhopal Shatabdi Express,Goods,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:32,04:32,07:31,07:31,2,179,3,occupied,yellow,fog,0.96,breakdown
12562,Taj Express,Passenger,goods-only,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:17,05:17,07:14,07:14,3,117,1,free,red,storm,0.9,none
12908,Kerala Express,Goods,goods-only,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:43,04:43,06:25,06:25,10,102,3,occupied,red,fog,0.52,none
13108,Chhattisgarh Sampark Kranti,Superfast,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:45,04:45,06:32,06:32,8,107,1,maintenance,green,storm,0.58,none
12475,Mahakoshal Express,Goods,super high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:30,04:30,06:12,06:12,9,102,3,occupied,red,clear,0.84,none
14498,NDLS-AGC Intercity,Express,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:03,04:03,06:46,06:46,5,163,2,occupied,green,fog,0.59,signal_failure
12347,Kota Janshatabdi,Express,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:12,05:12,08:11,08:11,5,179,2,free,yellow,clear,0.87,signal_failure
13207,Malwa Express,Goods,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:19,05:19,08:09,08:09,4,170,1,maintenance,yellow,clear,0.56,none
12469,Gwalior Intercity,Superfast,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:58,05:58,07:46,07:46,3,108,3,maintenance,yellow,fog,0.96,none
12339,Gatimaan Express,Goods,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:07,04:07,06:42,06:42,8,155,3,maintenance,yellow,storm,0.78,signal_failure
12292,Bhopal Shatabdi Express,Superfast,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:26,05:26,07:27,07:27,10,121,2,occupied,yellow,clear,0.95,weather_delay
12572,Taj Express,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:14,04:14,06:04,06:04,6,110,2,free,green,clear,0.63,none
12918,Kerala Express,Express,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:56,04:56,06:50,06:50,6,114,1,occupied,yellow,storm,0.5,weather_delay
13118,Chhattisgarh Sampark Kranti,Express,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:25,05:25,08:09,08:09,8,164,1,free,red,rain,0.99,none
12485,Mahakoshal Express,Passenger,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:20,05:25,07:16,07:21,4,116,3,free,red,fog,0.74,none
14508,NDLS-AGC Intercity,Express,super high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:27,05:27,07:33,07:33,10,126,1,occupied,green,fog,0.8,none
12357,Kota Janshatabdi,Goods,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:17,05:17,07:52,07:52,8,155,3,occupied,yellow,storm,0.64,none
13217,Malwa Express,Passenger,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:11,04:11,06:07,06:07,6,116,3,free,red,fog,0.88,none
12479,Gwalior Intercity,Express,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:26,05:31,07:53,07:58,8,147,3,maintenance,red,rain,0.72,none
12349,Gatimaan Express,Passenger,super high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:45,05:55,07:55,08:05,7,130,4,free,green,rain,0.81,signal_failure
12302,Bhopal Shatabdi Express,Passenger,goods-only,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:27,04:27,07:11,07:11,6,164,3,free,red,clear,0.71,weather_delay
